Time,Temp (F),Dew Point (F),Humidity (%),Wind,Wind Speed (mph),Wind Gust (mph),Pressure (in),Precip (in),Condition,average_measurement_time,elevation_m,intake_height_m,co2_ppm,co2_uncertainty,co2_SD_raw,co2_n_raw,co2_SD_minutes,co2_n_minutes,co2_min,co2_max,co2_flags
2018-01-16 17:53:00,67,52,59,E,5,0,29.27,0.0,Cloudy,2018-01-16T17:29:41Z,75,50,530.57,0.29,3.71,996.0,3.65,56.0,523.79,537.69,...
2018-01-16 18:53:00,63,49,60,SSW,5,0,29.29,0.0,Cloudy,2018-01-16T18:29:41Z,75,50,517.95,0.26,16.16,1001.0,16.35,56.0,475.51,533.98,...
2018-01-16 19:53:00,62,49,62,CALM,0,0,29.29,0.0,Cloudy,2018-01-16T19:29:41Z,75,50,479.12,0.18,10.88,1006.0,10.91,56.0,469.26,506.02,...
2018-01-16 20:53:00,60,49,67,CALM,0,0,29.3,0.0,Fair,2018-01-16T20:34:10Z,75,50,503.61,0.19,11.22,520.0,11.17,29.0,488.46,523.77,...
2018-01-16 21:53:00,59,50,72,N,3,0,29.31,0.0,Fair,2018-01-16T21:29:03Z,75,50,493.06,0.21,4.31,1008.0,4.27,56.0,484.25,499.2,...
2018-01-16 22:53:00,58,50,75,WSW,3,0,29.31,0.0,Fair,2018-01-16T22:29:03Z,75,50,487.26,0.2,6.25,1012.0,6.19,56.0,476.07,499.28,...
2018-01-16 23:53:00,58,50,75,W,3,0,29.31,0.0,Fair,2018-01-16T23:28:47Z,75,50,488.52,0.2,4.0,1018.0,3.99,56.0,478.63,494.58,...
2018-01-17 00:53:00,58,49,72,CALM,0,0,29.3,0.0,Fair,2018-01-17T00:29:30Z,75,50,466.53,0.16,3.39,1024.0,3.18,56.0,462.43,478.52,...
2018-01-17 01:53:00,55,48,77,CALM,0,0,29.29,0.0,Fair,2018-01-17T01:29:30Z,75,50,464.28,0.15,2.77,1030.0,2.52,56.0,458.1,470.59,...
2018-01-17 02:53:00,54,48,80,E,3,0,29.29,0.0,Fair,2018-01-17T02:29:30Z,75,50,468.0,0.16,4.01,1035.0,3.94,56.0,461.16,478.1,...
2018-01-17 03:53:00,51,47,86,CALM,0,0,29.28,0.0,Fair,2018-01-17T03:29:30Z,75,50,475.89,0.18,4.1,1041.0,4.02,56.0,470.76,486.43,...
2018-01-17 04:53:00,50,46,86,CALM,0,0,29.28,0.0,Fair,2018-01-17T04:29:30Z,75,50,493.76,0.22,8.97,1042.0,8.89,56.0,480.89,508.3,...
2018-01-17 05:53:00,51,45,80,CALM,0,0,29.29,0.0,Partly Cloudy,2018-01-17T05:39:00Z,75,50,507.25,0.2,7.94,521.0,7.9,28.0,492.94,524.52,...
2018-01-17 06:53:00,50,45,83,CALM,0,0,29.32,0.0,Partly Cloudy,2018-01-17T06:29:30Z,75,50,530.45,0.3,13.58,1042.0,13.49,56.0,514.01,565.14,...
2018-01-17 07:53:00,55,45,69,CALM,0,0,29.33,0.0,Fair,2018-01-17T07:29:30Z,75,50,516.17,0.27,4.65,1043.0,4.18,56.0,506.53,522.45,...
2018-01-17 08:53:00,62,44,52,CALM,0,0,29.33,0.0,Fair,2018-01-17T08:29:39Z,75,50,510.04,0.2,9.64,510.0,9.42,28.0,490.99,526.76,...
2018-01-17 09:53:00,68,41,37,W,3,0,29.34,0.0,Fair,2018-01-17T09:29:45Z,75,50,511.85,0.25,10.12,998.0,10.06,56.0,497.17,536.42,...
2018-01-17 10:53:00,71,42,35,CALM,0,0,29.34,0.0,Fair,2018-01-17T10:29:45Z,75,50,508.87,0.24,9.25,1002.0,8.92,56.0,495.27,527.58,...
2018-01-17 11:53:00,74,39,28,WSW,5,0,29.32,0.0,Mostly Cloudy,2018-01-17T11:29:45Z,75,50,525.01,0.28,7.87,1003.0,7.66,56.0,514.09,545.03,...
2018-01-17 12:53:00,77,37,24,CALM,0,0,29.3,0.0,Partly Cloudy,2018-01-17T12:29:45Z,75,50,522.92,0.27,6.13,1005.0,5.65,56.0,512.16,539.25,...
2018-01-17 13:53:00,78,36,22,CALM,0,0,29.28,0.0,Fair,2018-01-17T13:29:45Z,75,50,525.58,0.28,5.52,1010.0,5.11,56.0,511.03,539.33,...
2018-01-17 14:53:00,80,36,20,CALM,0,0,29.27,0.0,Fair,2018-01-17T14:33:44Z,75,50,544.97,0.26,7.03,524.0,6.44,29.0,534.29,554.27,...
2018-01-17 15:53:00,79,39,24,VAR,3,0,29.26,0.0,Fair,2018-01-17T15:29:03Z,75,50,549.01,0.34,5.92,1015.0,5.19,56.0,537.14,558.44,...
2018-01-17 16:53:00,74,47,38,SSE,6,0,29.27,0.0,Cloudy,2018-01-17T16:29:30Z,75,50,536.84,0.32,8.4,1021.0,8.33,56.0,522.9,550.78,...
2018-01-17 17:53:00,70,49,47,S,3,0,29.27,0.0,Partly Cloudy,2018-01-17T17:29:30Z,75,50,519.14,0.28,11.86,1025.0,11.86,56.0,498.94,538.19,...
2018-01-17 18:53:00,67,51,57,CALM,0,0,29.27,0.0,Partly Cloudy,2018-01-17T18:29:30Z,75,50,509.81,0.26,5.87,1031.0,5.82,56.0,500.98,522.25,...
2018-01-17 19:53:00,65,49,56,CALM,0,0,29.27,0.0,Fair,2018-01-17T19:29:30Z,75,50,493.66,0.22,3.87,1032.0,3.78,56.0,482.86,500.35,...
2018-01-17 20:53:00,64,46,52,W,6,0,29.29,0.0,Fair,2018-01-17T20:29:30Z,75,50,481.91,0.19,5.15,1040.0,4.92,56.0,471.71,494.55,...
2018-01-17 21:53:00,63,43,48,W,3,0,29.29,0.0,Fair,2018-01-17T21:29:30Z,75,50,487.5,0.21,7.36,1035.0,7.27,56.0,473.62,506.33,...
2018-01-17 22:53:00,60,43,53,CALM,0,0,29.29,0.0,Fair,2018-01-17T22:29:30Z,75,50,471.74,0.17,4.76,1035.0,4.75,56.0,465.92,484.17,...
2018-01-17 23:53:00,61,40,46,N,5,0,29.28,0.0,Fair,2018-01-17T23:38:55Z,75,50,475.71,0.14,3.48,499.0,3.42,27.0,467.98,485.28,...
2018-01-18 00:53:00,58,41,53,NNW,3,0,29.27,0.0,Fair,2018-01-18T00:29:30Z,75,50,506.41,0.25,6.09,1033.0,6.08,56.0,490.23,516.71,...
2018-01-18 01:53:00,61,38,42,N,5,0,29.26,0.0,Fair,2018-01-18T01:29:30Z,75,50,492.98,0.22,5.93,1036.0,5.58,56.0,479.94,503.05,...
2018-01-18 02:53:00,58,40,51,CALM,0,0,29.25,0.0,Fair,2018-01-18T02:28:00Z,75,50,495.1,0.18,7.49,520.0,7.34,28.0,487.64,508.93,...
2018-01-18 03:53:00,58,40,51,CALM,0,0,29.25,0.0,Fair,2018-01-18T03:29:30Z,75,50,534.19,0.31,28.0,1037.0,28.05,56.0,502.2,596.43,...
2018-01-18 04:53:00,56,40,55,CALM,0,0,29.24,0.0,Fair,2018-01-18T04:29:58Z,75,50,554.42,0.36,16.64,1018.0,16.35,56.0,531.46,593.5,...
2018-01-18 05:53:00,55,41,59,CALM,0,0,29.25,0.0,Fair,2018-01-18T05:29:52Z,75,50,563.52,0.36,34.27,982.0,34.97,56.0,516.26,619.59,...
2018-01-18 06:53:00,52,42,69,N,3,0,29.26,0.0,Fair,2018-01-18T06:29:52Z,75,50,609.98,0.46,16.74,984.0,16.4,56.0,582.69,647.85,...
2018-01-18 07:53:00,56,41,57,CALM,0,0,29.27,0.0,Fair,2018-01-18T07:29:52Z,75,50,556.7,0.35,18.43,992.0,18.42,56.0,531.37,603.73,...
2018-01-18 08:53:00,62,42,48,CALM,0,0,29.27,0.0,Fair,2018-01-18T08:32:52Z,75,50,553.91,0.28,7.8,516.0,7.29,29.0,542.7,571.18,...
2018-01-18 09:53:00,68,40,36,CALM,0,0,29.28,0.0,Fair,2018-01-18T09:29:15Z,75,50,523.01,0.27,25.91,1001.0,25.73,56.0,476.32,565.75,...
2018-01-18 10:53:00,73,41,31,ESE,7,0,29.27,0.0,Fair,2018-01-18T10:29:15Z,75,50,467.14,0.15,17.15,1009.0,16.67,56.0,439.98,521.8,...
2018-01-18 11:53:00,76,36,23,SSE,10,0,29.24,0.0,Fair,2018-01-18T11:29:15Z,75,50,468.87,0.16,7.07,1011.0,7.05,56.0,453.96,480.0,...
2018-01-18 12:53:00,76,40,27,S,10,0,29.22,0.0,Fair,2018-01-18T12:29:15Z,75,50,481.69,0.18,5.54,1012.0,5.22,56.0,470.02,488.51,...
2018-01-18 13:53:00,76,45,33,S,8,0,29.2,0.0,Fair,2018-01-18T13:28:57Z,75,50,487.27,0.2,5.8,1015.0,5.33,56.0,475.9,496.35,...
2018-01-18 14:53:00,74,47,38,SSE,8,0,29.19,0.0,Haze,2018-01-18T14:29:30Z,75,50,482.45,0.19,5.07,1021.0,4.79,56.0,472.95,491.87,...
2018-01-18 15:53:00,72,50,46,VAR,5,0,29.19,0.0,Haze,2018-01-18T15:29:30Z,75,50,493.86,0.22,8.8,1024.0,8.37,56.0,476.54,509.09,...
2018-01-18 16:53:00,70,49,47,SSE,6,0,29.19,0.0,Partly Cloudy,2018-01-18T16:29:30Z,75,50,490.99,0.21,4.98,1029.0,4.51,56.0,482.19,501.46,...
2018-01-18 17:53:00,68,49,50,SE,5,0,29.19,0.0,Partly Cloudy,2018-01-18T17:37:30Z,75,50,466.48,0.13,7.83,518.0,7.84,28.0,452.73,483.09,...
2018-01-18 18:53:00,67,47,49,E,3,0,29.18,0.0,Fair,2018-01-18T18:29:30Z,75,50,448.91,0.12,4.14,1039.0,4.03,56.0,441.62,458.57,...
2018-01-18 19:53:00,66,47,50,E,7,0,29.18,0.0,Partly Cloudy,2018-01-18T19:29:30Z,75,50,486.51,0.2,13.2,1033.0,13.25,56.0,458.6,508.92,...
2018-01-18 20:53:00,63,47,56,SE,3,0,29.21,0.0,Partly Cloudy,2018-01-18T20:27:30Z,75,50,481.44,0.16,7.9,518.0,7.98,28.0,468.63,493.26,...
2018-01-18 21:53:00,61,50,67,SE,5,0,29.21,0.0,Partly Cloudy,2018-01-18T21:29:30Z,75,50,471.05,0.17,4.45,1037.0,3.72,56.0,463.71,481.73,...
2018-01-18 22:53:00,60,50,69,E,3,0,29.21,0.0,Fair,2018-01-18T22:29:30Z,75,50,463.13,0.15,4.97,1040.0,4.49,56.0,458.31,476.31,...
2018-01-18 23:53:00,57,51,81,CALM,0,0,29.19,0.0,Fair,2018-01-18T23:30:11Z,75,50,454.54,0.13,3.88,1021.0,3.86,57.0,445.32,461.1,...
2018-01-19 00:53:00,56,50,80,SSW,3,0,29.2,0.0,Fair,2018-01-19T00:29:56Z,75,50,455.83,0.13,3.7,990.0,3.71,56.0,450.1,463.69,...
2018-01-19 01:53:00,56,54,93,CALM,0,0,29.19,0.0,Fair,2018-01-19T01:29:56Z,75,50,467.08,0.15,4.54,994.0,4.39,56.0,460.04,475.05,...
2018-01-19 02:53:00,56,56,100,ESE,6,0,29.17,0.0,Mostly Cloudy,2018-01-19T02:32:27Z,75,50,487.87,0.16,16.86,498.0,16.86,28.0,466.27,513.8,...
2018-01-19 03:53:00,55,55,100,E,6,0,29.17,0.0,Cloudy,2018-01-19T03:29:18Z,75,50,508.68,0.24,8.13,1001.0,7.28,56.0,491.62,520.55,...
2018-01-19 04:53:00,56,55,97,E,5,0,29.16,0.0,Cloudy,2018-01-19T04:29:18Z,75,50,501.03,0.23,19.24,1007.0,19.22,56.0,459.9,522.62,...
2018-01-19 05:53:00,57,55,93,E,3,0,29.18,0.0,Cloudy,2018-01-19T05:29:18Z,75,50,448.91,0.12,9.79,1016.0,9.79,56.0,434.25,466.77,...
2018-01-19 06:53:00,57,55,93,ESE,6,0,29.18,0.0,Cloudy,2018-01-19T06:29:00Z,75,50,441.89,0.1,2.58,1026.0,2.51,56.0,438.19,448.7,...
2018-01-19 07:53:00,58,53,84,SSE,7,0,29.19,0.0,Haze,2018-01-19T07:29:30Z,75,50,469.52,0.17,13.33,1026.0,13.05,56.0,443.07,491.25,...
2018-01-19 08:53:00,58,52,81,ESE,8,0,29.19,0.0,Cloudy,2018-01-19T08:29:30Z,75,50,459.25,0.14,8.25,1032.0,7.51,56.0,445.29,472.67,...
2018-01-19 09:53:00,59,52,78,ESE,8,0,29.19,0.0,Cloudy,2018-01-19T09:29:30Z,75,50,462.77,0.15,7.03,1034.0,6.54,56.0,450.72,472.57,...
2018-01-19 10:53:00,60,52,75,SE,10,0,29.18,0.0,Cloudy,2018-01-19T10:29:30Z,75,50,466.98,0.16,12.25,1036.0,12.26,56.0,451.12,494.05,...
2018-01-19 11:53:00,61,51,70,E,8,0,29.15,0.0,Haze,2018-01-19T11:37:00Z,75,50,478.73,0.15,5.03,520.0,4.91,28.0,469.53,486.91,...
2018-01-19 12:53:00,61,52,72,S,10,0,29.11,0.0,Haze,2018-01-19T12:29:30Z,75,50,482.42,0.19,10.0,1045.0,9.82,56.0,468.4,507.89,...
2018-01-19 13:53:00,58,56,93,S,7,0,29.1,0.0,Light Rain,2018-01-19T13:29:30Z,75,50,483.03,0.2,8.81,1041.0,7.88,56.0,462.33,496.92,...
2018-01-19 14:53:00,60,54,80,S,8,0,29.08,0.0,Cloudy,2018-01-19T14:27:00Z,75,50,479.69,0.16,6.67,541.0,5.99,29.0,465.83,487.27,...
2018-01-19 15:53:00,59,54,83,S,9,0,29.08,0.0,Cloudy,2018-01-19T15:29:45Z,75,50,482.03,0.19,4.53,1036.0,3.89,57.0,473.39,489.97,...
2018-01-19 16:53:00,58,51,78,SSW,7,0,29.06,0.0,Cloudy,2018-01-19T16:29:03Z,75,50,469.92,0.16,13.96,1011.0,13.68,57.0,447.85,487.24,...
2018-01-19 17:53:00,57,52,83,SSE,7,0,29.07,0.0,Cloudy,2018-01-19T17:29:03Z,75,50,447.52,0.11,3.61,997.0,3.61,56.0,439.91,457.68,...
2018-01-19 18:53:00,56,50,80,SE,7,0,29.07,0.0,Cloudy,2018-01-19T18:29:03Z,75,50,439.15,0.1,3.91,1001.0,3.81,56.0,430.25,446.59,...
2018-01-19 19:53:00,54,50,86,S,3,0,29.08,0.0,Partly Cloudy,2018-01-19T19:29:03Z,75,50,438.59,0.09,2.16,1003.0,2.1,56.0,433.59,441.83,...
2018-01-19 20:53:00,55,49,80,WSW,5,0,29.08,0.0,Mostly Cloudy,2018-01-19T20:31:16Z,75,50,436.03,0.08,2.33,494.0,2.0,28.0,433.01,440.65,...
2018-01-19 21:53:00,55,40,57,N,5,0,29.09,0.0,Mostly Cloudy,2018-01-19T21:29:22Z,75,50,432.59,0.08,5.48,1010.0,5.24,56.0,427.99,447.3,...
2018-01-19 22:53:00,53,33,47,NNW,7,0,29.09,0.0,Fair,2018-01-19T22:29:22Z,75,50,428.88,0.08,2.08,1013.0,2.05,56.0,424.88,432.76,...
2018-01-19 23:53:00,53,31,43,NNW,10,0,29.09,0.0,Mostly Cloudy,2018-01-19T23:28:57Z,75,50,422.76,0.07,3.47,1019.0,2.97,56.0,418.1,431.97,...
2018-01-20 00:53:00,52,31,45,NNW,12,0,29.09,0.0,Mostly Cloudy,2018-01-20T00:29:30Z,75,50,420.29,0.06,1.58,1024.0,1.37,56.0,417.89,425.24,...
2018-01-20 01:53:00,52,31,45,NW,7,0,29.09,0.0,Cloudy,2018-01-20T01:29:30Z,75,50,419.64,0.06,1.66,1027.0,1.59,56.0,416.13,426.24,...
2018-01-20 02:53:00,52,31,45,NNW,9,0,29.09,0.0,Mostly Cloudy,2018-01-20T02:29:30Z,75,50,427.04,0.07,5.41,1031.0,5.22,56.0,418.02,440.56,...
2018-01-20 03:53:00,51,32,48,NW,8,0,29.09,0.0,Mostly Cloudy,2018-01-20T03:29:30Z,75,50,421.12,0.06,4.95,1036.0,4.12,56.0,417.06,435.05,...
2018-01-20 04:53:00,50,31,48,NNW,9,0,29.1,0.0,Partly Cloudy,2018-01-20T04:29:30Z,75,50,422.03,0.06,1.0,1041.0,0.93,56.0,420.08,423.86,...
2018-01-20 05:53:00,50,32,50,NW,10,0,29.1,0.0,Partly Cloudy,2018-01-20T05:36:46Z,75,50,427.16,0.07,2.65,503.0,2.65,27.0,421.77,430.25,...
2018-01-20 06:53:00,49,34,56,W,9,0,29.14,0.0,Mostly Cloudy,2018-01-20T06:29:30Z,75,50,437.06,0.09,4.82,1038.0,4.74,56.0,429.74,450.68,...
2018-01-20 07:53:00,50,34,54,WNW,8,0,29.17,0.0,Partly Cloudy,2018-01-20T07:29:30Z,75,50,434.37,0.09,4.43,1040.0,4.18,56.0,428.18,441.68,...
2018-01-20 08:53:00,52,31,45,NNW,10,0,29.19,0.0,Partly Cloudy,2018-01-20T08:26:00Z,75,50,434.3,0.08,2.83,539.0,2.47,29.0,429.24,437.73,...
2018-01-20 09:53:00,54,31,41,NW,14,23,29.21,0.0,Fair,2018-01-20T09:29:30Z,75,50,428.54,0.08,3.87,1040.0,3.82,56.0,423.4,435.3,...
2018-01-20 10:53:00,56,31,39,NNW,16,24,29.22,0.0,Fair,2018-01-20T10:29:49Z,75,50,431.33,0.08,2.0,1034.0,1.94,57.0,428.7,436.81,...
2018-01-20 11:53:00,58,29,33,NNW,16,23,29.2,0.0,Fair,2018-01-20T11:29:11Z,75,50,445.61,0.11,7.97,991.0,7.82,56.0,436.65,462.81,...
2018-01-20 12:53:00,59,26,28,NW,12,22,29.19,0.0,Fair,2018-01-20T12:29:11Z,75,50,455.58,0.13,6.27,990.0,5.5,56.0,448.77,471.51,...
2018-01-20 13:53:00,60,25,26,NNW,13,25,29.18,0.0,Fair,2018-01-20T13:29:11Z,75,50,446.25,0.11,4.48,993.0,4.37,56.0,437.31,455.08,...
2018-01-20 14:53:00,59,25,27,NNW,15,0,29.18,0.0,Fair,2018-01-20T14:30:29Z,75,50,450.63,0.1,2.81,489.0,2.78,28.0,445.67,455.99,...
2018-01-20 15:53:00,59,23,25,NNW,15,0,29.2,0.0,Fair,2018-01-20T15:29:30Z,75,50,447.62,0.11,6.3,1002.0,6.04,56.0,439.58,466.24,...
2018-01-20 16:53:00,56,25,30,NNW,16,0,29.22,0.0,Partly Cloudy,2018-01-20T16:29:30Z,75,50,452.48,0.12,9.47,1007.0,9.45,56.0,435.33,472.25,...
2018-01-20 17:53:00,54,24,31,NW,13,24,29.22,0.0,Partly Cloudy,2018-01-20T17:29:08Z,75,50,432.93,0.08,1.72,1016.0,1.66,56.0,428.73,435.96,...
2018-01-20 18:53:00,52,25,35,NW,7,0,29.26,0.0,Partly Cloudy,2018-01-20T18:29:30Z,75,50,423.58,0.07,8.88,1023.0,8.93,56.0,414.41,436.16,...
2018-01-20 19:53:00,51,26,38,W,13,0,29.28,0.0,Fair,2018-01-20T19:29:30Z,75,50,416.57,0.06,2.1,1026.0,2.05,56.0,414.99,426.44,...
2018-01-20 20:53:00,51,29,43,WNW,13,0,29.3,0.0,Fair,2018-01-20T20:29:30Z,75,50,415.3,0.05,0.57,1028.0,0.56,56.0,414.37,416.72,...
2018-01-20 21:53:00,50,29,44,WNW,6,0,29.32,0.0,Fair,2018-01-20T21:29:30Z,75,50,414.07,0.05,0.29,1029.0,0.27,56.0,413.58,414.74,...
2018-01-20 22:53:00,49,29,46,W,7,0,29.33,0.0,Fair,2018-01-20T22:29:30Z,75,50,413.58,0.05,0.42,1030.0,0.42,56.0,412.86,414.32,...
2018-01-20 23:53:00,49,29,46,NNW,10,0,29.33,0.0,Fair,2018-01-20T23:35:30Z,75,50,414.02,0.05,0.53,517.0,0.53,28.0,412.89,414.77,...
2018-01-21 00:53:00,49,27,43,N,12,0,29.33,0.0,Fair,2018-01-21T00:29:30Z,75,50,416.27,0.06,1.52,1036.0,1.42,56.0,414.66,423.57,...
2018-01-21 01:53:00,48,24,39,W,7,0,29.34,0.0,Fair,2018-01-21T01:29:43Z,75,50,428.88,0.08,4.96,1044.0,3.8,57.0,419.99,440.37,...
2018-01-21 02:53:00,47,25,42,CALM,0,0,29.33,0.0,Fair,2018-01-21T02:25:15Z,75,50,428.8,0.07,3.86,517.0,3.01,29.0,419.34,433.56,...
2018-01-21 03:53:00,43,25,49,CALM,0,0,29.34,0.0,Fair,2018-01-21T03:29:15Z,75,50,418.09,0.06,1.36,999.0,1.34,56.0,415.97,420.72,...
2018-01-21 04:53:00,40,27,60,NNW,5,0,29.35,0.0,Fair,2018-01-21T04:29:15Z,75,50,422.23,0.06,3.21,1002.0,3.25,56.0,416.53,425.96,...
2018-01-21 05:53:00,40,27,60,CALM,0,0,29.36,0.0,Fair,2018-01-21T05:29:15Z,75,50,427.88,0.07,2.67,1005.0,2.46,56.0,424.85,432.74,...
2018-01-21 06:53:00,39,27,62,CALM,0,0,29.39,0.0,Fair,2018-01-21T06:29:15Z,75,50,451.85,0.12,14.27,1008.0,13.95,56.0,427.36,476.44,...
2018-01-21 07:53:00,42,28,58,CALM,0,0,29.41,0.0,Fair,2018-01-21T07:29:15Z,75,50,451.32,0.12,5.38,1013.0,5.16,56.0,441.62,464.38,...
2018-01-21 08:53:00,48,28,46,CALM,0,0,29.45,0.0,Fair,2018-01-21T08:30:05Z,75,50,448.8,0.1,5.75,502.0,5.65,28.0,442.02,466.18,...
2018-01-21 09:53:00,53,26,35,SSW,3,0,29.46,0.0,Fair,2018-01-21T09:29:25Z,75,50,446.78,0.11,3.09,1026.0,2.85,56.0,442.36,456.37,...
2018-01-21 10:53:00,56,25,30,CALM,0,0,29.46,0.0,Fair,2018-01-21T10:29:30Z,75,50,445.78,0.11,3.53,1033.0,3.15,56.0,438.32,452.6,...
2018-01-21 11:53:00,58,22,25,W,7,0,29.44,0.0,Partly Cloudy,2018-01-21T11:29:30Z,75,50,444.35,0.11,4.93,1040.0,4.85,56.0,435.97,453.47,...
2018-01-21 12:53:00,59,23,25,VAR,3,0,29.42,0.0,Fair,2018-01-21T12:29:30Z,75,50,438.81,0.1,4.52,1046.0,4.39,56.0,428.32,449.24,...
2018-01-21 13:53:00,61,22,22,CALM,0,0,29.4,0.0,Fair,2018-01-21T13:29:30Z,75,50,442.06,0.1,5.05,1050.0,4.95,56.0,433.0,451.78,...
2018-01-21 14:53:00,63,22,21,CALM,0,0,29.39,0.0,Fair,2018-01-21T14:29:30Z,75,50,448.92,0.12,6.27,1052.0,6.04,56.0,438.98,458.86,...
2018-01-21 15:53:00,60,26,27,SSW,10,0,29.4,0.0,Fair,2018-01-21T15:29:30Z,75,50,445.52,0.11,5.67,1057.0,5.1,56.0,437.39,455.35,...
2018-01-21 16:53:00,58,26,30,SSE,7,0,29.41,0.0,Cloudy,2018-01-21T16:29:30Z,75,50,446.3,0.11,9.13,1057.0,8.68,56.0,426.31,464.79,...
2018-01-21 17:53:00,55,28,35,SE,3,0,29.42,0.0,Partly Cloudy,2018-01-21T17:35:09Z,75,50,423.42,0.06,0.98,526.0,0.89,28.0,422.06,425.0,...
2018-01-21 18:53:00,55,27,34,SSE,3,0,29.43,0.0,Partly Cloudy,2018-01-21T18:29:30Z,75,50,420.25,0.06,1.56,1052.0,1.55,56.0,417.91,423.48,...
2018-01-21 19:53:00,51,30,44,N,3,0,29.43,0.0,Partly Cloudy,2018-01-21T19:29:30Z,75,50,417.65,0.06,1.31,1056.0,1.26,56.0,414.97,420.17,...
2018-01-21 20:53:00,50,30,46,NNW,3,0,29.43,0.0,Partly Cloudy,2018-01-21T20:24:30Z,75,50,418.84,0.05,0.8,527.0,0.76,28.0,418.06,421.27,...
2018-01-21 21:53:00,50,29,44,WNW,3,0,29.44,0.0,Fair,2018-01-21T21:29:30Z,75,50,418.51,0.06,0.83,1049.0,0.73,56.0,417.43,420.05,...
2018-01-21 22:53:00,48,30,50,CALM,0,0,29.43,0.0,Partly Cloudy,2018-01-21T22:29:45Z,75,50,420.81,0.06,2.76,1045.0,2.32,58.0,418.6,431.27,...
2018-01-21 23:53:00,47,30,52,W,3,0,29.42,0.0,Partly Cloudy,2018-01-21T23:29:22Z,75,50,420.34,0.06,1.62,998.0,1.35,56.0,418.85,426.13,...
2018-01-22 00:53:00,47,29,50,WSW,5,0,29.41,0.0,Mostly Cloudy,2018-01-22T00:29:22Z,75,50,428.59,0.07,6.5,1004.0,6.44,56.0,419.25,436.18,...
2018-01-22 01:53:00,45,28,52,WSW,3,0,29.41,0.0,Partly Cloudy,2018-01-22T01:29:22Z,75,50,440.76,0.1,2.98,1014.0,2.92,56.0,435.44,446.1,...
2018-01-22 02:53:00,46,25,44,CALM,0,0,29.4,0.0,Fair,2018-01-22T02:29:18Z,75,50,447.88,0.09,2.45,500.0,2.43,28.0,443.61,451.32,...
2018-01-22 03:53:00,46,23,40,CALM,0,0,29.4,0.0,Fair,2018-01-22T03:29:41Z,75,50,469.5,0.16,16.14,1023.0,16.04,56.0,446.29,496.53,...
2018-01-22 04:53:00,43,25,49,N,3,0,29.39,0.0,Fair,2018-01-22T04:29:41Z,75,50,478.9,0.18,14.26,1024.0,14.04,56.0,451.77,518.06,...
2018-01-22 05:53:00,42,25,51,CALM,0,0,29.4,0.0,Fair,2018-01-22T05:29:41Z,75,50,474.83,0.17,12.64,1024.0,12.37,56.0,447.79,502.14,...
2018-01-22 06:53:00,43,24,47,NNW,3,0,29.4,0.0,Fair,2018-01-22T06:29:41Z,75,50,466.82,0.15,14.37,1031.0,14.18,56.0,437.04,492.59,...
2018-01-22 07:53:00,48,22,36,CALM,0,0,29.41,0.0,Fair,2018-01-22T07:29:10Z,75,50,458.04,0.14,7.32,1035.0,7.18,56.0,449.69,478.07,...
2018-01-22 08:53:00,52,26,37,SSE,3,0,29.42,0.0,Fair,2018-01-22T08:29:30Z,75,50,453.96,0.13,10.31,1036.0,10.23,56.0,436.21,468.73,...
2018-01-22 09:53:00,60,23,24,CALM,0,0,29.42,0.0,Fair,2018-01-22T09:29:30Z,75,50,444.77,0.11,2.89,1050.0,2.68,56.0,436.6,452.37,...
2018-01-22 10:53:00,61,22,22,ESE,9,0,29.41,0.0,Fair,2018-01-22T10:29:30Z,75,50,446.36,0.11,3.2,1052.0,2.97,56.0,439.93,453.57,...
2018-01-22 11:53:00,63,21,20,SE,8,0,29.37,0.0,Fair,2018-01-22T11:34:00Z,75,50,445.27,0.1,3.75,549.0,3.61,29.0,439.4,453.96,...
2018-01-22 12:53:00,65,20,18,VAR,5,0,29.34,0.0,Fair,2018-01-22T12:29:30Z,75,50,462.07,0.15,11.25,1061.0,11.2,56.0,442.13,479.0,...
2018-01-22 13:53:00,68,20,16,VAR,3,0,29.33,0.0,Fair,2018-01-22T13:29:30Z,75,50,482.77,0.2,6.85,1060.0,6.54,56.0,471.5,494.57,...
2018-01-22 14:53:00,69,18,14,NW,8,0,29.31,0.0,Fair,2018-01-22T14:24:00Z,75,50,489.67,0.17,3.4,547.0,2.98,29.0,483.86,496.35,...
2018-01-22 15:53:00,68,19,15,CALM,0,0,29.31,0.0,Fair,2018-01-22T15:29:26Z,75,50,501.4,0.23,6.47,1022.0,5.78,57.0,490.78,513.15,...
2018-01-22 16:53:00,66,33,29,ESE,7,0,29.32,0.0,Partly Cloudy,2018-01-22T16:29:26Z,75,50,501.85,0.23,5.58,1007.0,5.23,56.0,492.33,511.5,...
2018-01-22 17:53:00,61,37,41,ESE,8,0,29.32,0.0,Fair,2018-01-22T17:29:26Z,75,50,488.67,0.2,7.79,1016.0,7.43,56.0,464.42,498.71,...
2018-01-22 18:53:00,59,37,44,CALM,0,0,29.32,0.0,Fair,2018-01-22T18:29:26Z,75,50,438.96,0.1,16.04,1023.0,16.16,56.0,418.46,471.03,...
2018-01-22 19:53:00,55,37,51,NW,3,0,29.33,0.0,Fair,2018-01-22T19:29:26Z,75,50,421.57,0.06,3.22,1027.0,2.64,56.0,417.52,427.82,...
